rooms,area_m2,price,floor,total_floor,is_new_building,place
3,120,2000,5,16,1,Elmlər Akademiyası m.
3,80,800,7,9,0,Azadlıq Prospekti m.
2,66,1050,11,20,1,Şah İsmayıl Xətai m.
3,110,700,15,16,1,20 Yanvar m.
3,70,1000,4,16,1,28 May m.
3,145,1000,6,17,1,8
2,60,450,12,16,1,Xırdalan
2,46,670,6,20,1,20 Yanvar m.
2,62,1000,5,17,1,Nizami r.
2,58,650,3,5,0,Elmlər Akademiyası m.
3,136,1750,9,15,1,Nəriman Nərimanov m.
3,202,4000,10,17,1,28 May m.
2,65,2100,13,25,1,Ağ şəhər q.
2,50,650,5,5,0,Nəriman Nərimanov m.
2,80,1300,5,11,1,Nizami m.
2,100,1500,7,17,1,Nizami m.
2,68,1000,9,16,1,Nərimanov r.
2,40,450,4,5,0,Memar Əcəmi m.
2,80,800,2,9,0,Nizami m.
4,105,900,14,18,1,Nəsimi r.
2,70,700,2,5,0,Elmlər Akademiyası m.
2,60,1100,8,16,1,Nəriman Nərimanov m.
3,140,1499,6,6,0,Şah İsmayıl Xətai m.
3,130,700,3,20,1,İnşaatçılar m.
3,120,3000,7,32,1,28 May m.
2,104,800,18,18,1,Qara Qarayev m.
3,110,750,10,17,1,Qara Qarayev m.
4,140,1250,2,4,0,Badamdar q.
2,65,800,15,18,1,Elmlər Akademiyası m.
2,60,799,7,18,1,28 May m.
2,71,1700,8,20,1,Şah İsmayıl Xətai m.
2,40,2000,3,3,0,İçəri Şəhər m.
2,100,799,8,18,1,Şah İsmayıl Xətai m.
2,55,650,17,17,1,20 Yanvar m.
2,62,1100,3,16,1,Nəsimi r.
3,120,750,15,20,1,Nəriman Nərimanov m.
2,105,1500,7,7,0,Şah İsmayıl Xətai m.
2,75,750,4,18,1,Nəriman Nərimanov m.
2,77,1200,7,17,1,Nəsimi r.
3,148,2100,12,27,1,8 Noyabr m.
2,65,1200,6,18,1,Şah İsmayıl Xətai m.
3,110,700,15,16,1,20 Yanvar m.
2,115,1400,8,16,1,28 May m.
3,115,1200,1,3,0,Sahil m.
3,121,2000,3,7,0,Ağ şəhər q.
2,65,450,15,20,1,Əhmədli m.
2,106,1400,15,27,1,Nəsimi r.
2,56,500,4,15,1,Abşeron r.
3,110,900,2,14,1,Nizami m.
2,40,250,3,3,0,Badamdar q.
2,80,800,2,9,0,Nizami m.
3,136,999,12,16,1,İnşaatçılar m.
4,145,1500,5,18,1,28 May m.
3,125,2200,6,17,1,Nəsimi r.
3,120,1200,9,16,1,Yasamal r.
2,60,600,7,14,1,Yeni Günəşli q.
2,90,900,6,20,1,Nəsimi r.
2,50,750,2,7,0,İçəri Şəhər m.
2,50,650,4,5,0,Nizami m.
3,127,2500,12,17,1,Nizami m.
2,70,600,7,16,1,8 Noyabr m.
3,130,2199,6,20,1,Nərimanov r.
3,130,1400,4,16,1,Nəriman Nərimanov m.
3,157,1000,12,18,1,8 Noyabr m.
2,50,650,5,20,1,20 Yanvar m.
3,100,1800,4,7,0,Xətai r.
2,90,950,6,20,1,Nəsimi r.
3,130,800,14,19,1,Nəriman Nərimanov m.
2,77,750,7,10,1,Gənclik m.
2,48,500,1,5,0,Memar Əcəmi m.
3,110,1800,4,7,0,Ağ şəhər q.
3,78,600,8,9,0,Həzi Aslanov m.
3,163,1050,6,12,1,Nəsimi r.
2,100,1250,13,15,1,28 May m.
3,100,1200,3,17,1,Gənclik m.
2,87,950,6,20,1,Nəsimi r.
2,80,1200,5,16,1,Nəriman Nərimanov m.
3,121,2000,2,7,0,Xətai r.
3,101,900,6,9,0,Nəsimi r.
2,80,800,2,9,0,Nizami m.
2,100,950,7,20,1,8 Noyabr m.
2,83,1500,12,12,1,Nəsimi r.
2,102,800,15,16,1,Qara Qarayev m.
2,96,950,6,21,1,Nəsimi r.
3,125,1000,3,12,1,İnşaatçılar m.
2,65,800,5,5,0,28 May m.
2,60,425,9,17,1,Xırdalan
2,60,700,8,16,1,Qara Qarayev m.
2,80,750,8,22,1,Yasamal r.
2,60,1100,8,16,1,Nəriman Nərimanov m.
3,145,1600,10,27,1,8 Noyabr m.
2,60,700,7,9,0,Şah İsmayıl Xətai m.
2,65,750,9,16,1,Dərnəgül m.
3,100,700,7,18,1,Memar Əcəmi m.
2,60,500,3,9,0,Əhmədli m.
3,110,950,4,19,1,İnşaatçılar m.
1,50,600,2,3,0,Nəsimi r.
3,130,2200,6,17,1,Nəsimi r.
3,150,2000,3,5,0,Ağ şəhər q.
2,60,1100,8,18,1,Nəriman Nərimanov m.
1,55,600,5,16,1,Azadlıq Prospekti m.
3,140,1200,9,16,1,Nərimanov r.
2,50,699,1,2,0,Sahil m.
3,90,800,5,5,0,Bayıl q.
2,115,2500,1,30,1,Nəsimi r.
3,140,1150,10,17,1,Nəsimi r.
2,93,500,9,14,1,Sumqayıt
3,80,800,4,5,0,Nizami m.
4,150,1900,5,12,1,Nizami m.
4,250,2500,12,14,1,İçəri Şəhər m.
2,90,2000,5,12,1,İçəri Şəhər m.
3,170,1700,10,18,1,Yasamal r.
3,170,1500,8,18,1,Yasamal r.
2,55,800,10,18,1,Nəsimi r.
2,55,650,10,20,1,Neftçilər m.
2,65,599,16,18,1,Nəsimi m.
4,150,1500,27,27,1,8 Noyabr m.
3,86,1000,10,16,1,28 May m.
3,110,2500,3,5,0,Nəsimi r.
3,115,3000,4,32,1,Xətai r.
3,100,599,8,16,1,Xırdalan
2,60,549,1,2,0,Nizami m.
2,65,600,2,5,0,Qara Qarayev m.
1,45,540,2,5,0,Elmlər Akademiyası m.
2,70,499,5,5,0,Binəqədi r.
4,150,1399,14,17,1,Nizami m.
3,135,1800,5,19,1,Nəriman Nərimanov m.
3,110,1300,4,15,1,Elmlər Akademiyası m.
2,42,750,2,3,0,İçəri Şəhər m.
4,160,1400,10,16,1,Nizami m.
3,120,2300,4,20,1,Elmlər Akademiyası m.
3,125,1500,12,21,1,28 May m.
3,125,1300,11,17,1,Gənclik m.
3,127,2500,2,6,0,Ağ şəhər q.
3,90,900,4,18,1,20 Yanvar m.
2,55,600,3,5,0,Nəriman Nərimanov m.
2,75,850,9,16,1,Gənclik m.
2,85,899,6,18,1,Nizami m.
3,145,1800,10,16,1,Nəriman Nərimanov m.
3,155,680,10,17,1,28 May m.
2,82,850,7,10,1,Gənclik m.
5,195,2500,1,3,0,Nizami m.
3,70,900,7,20,1,20 Yanvar m.
2,90,1000,7,15,1,Şah İsmayıl Xətai m.
3,147,1500,23,27,1,8 Noyabr m.
3,95,1200,15,17,1,Memar Əcəmi m.
3,75,1400,7,18,1,Bakmil m.
2,120,750,11,16,1,Əhmədli m.
3,110,950,4,19,1,20 Yanvar m.
4,201,4388,2,11,1,İçəri Şəhər m.
3,120,1099,1,20,1,20 Yanvar m.
2,70,450,13,20,1,Xətai r.
2,71,800,11,16,1,Nizami m.
3,112,800,7,10,1,İnşaatçılar m.
2,85,1200,5,16,1,Nəriman Nərimanov m.
3,140,1600,10,18,1,Nəriman Nərimanov m.
2,70,1100,13,20,1,Şah İsmayıl Xətai m.
2,68,500,8,9,0,Həzi Aslanov m.
2,100,950,14,18,1,Qara Qarayev m.
2,90,950,8,21,1,8 Noyabr m.
2,75,900,6,18,1,28 May m.
2,55,850,22,25,1,Nəsimi r.
3,170,2000,3,6,0,Xətai r.
3,136,1000,3,12,1,İnşaatçılar m.
2,50,650,10,20,1,20 Yanvar m.
3,140,1000,8,19,1,Nəsimi r.
3,75,1400,7,18,1,Bakmil m.
2,70,1400,18,20,1,Şah İsmayıl Xətai m.
2,72,750,8,14,1,28 May m.
2,70,800,14,17,1,Memar Əcəmi m.
2,60,1200,14,20,1,Nəsimi r.
3,133,1350,8,10,1,Gənclik m.
3,75,1400,5,16,1,Bakmil m.
3,65,650,3,4,0,Nəsimi r.
1,50,600,2,3,0,28 May m.
2,60,700,16,18,1,İnşaatçılar m.
2,80,699,10,18,1,Azadlıq Prospekti m.
3,80,800,5,13,1,Xətai r.
3,135,1850,9,16,1,Nəriman Nərimanov m.
2,90,650,6,15,1,Xalqlar Dostluğu m.
3,70,650,2,5,0,Elmlər Akademiyası m.
3,90,800,12,16,1,8 Noyabr m.
2,68,455,1,3,0,Azadlıq Prospekti m.
2,87,950,6,20,1,Nəsimi r.
2,63,1000,10,18,1,Şah İsmayıl Xətai m.
2,80,650,7,16,1,Neftçilər m.
3,130,2800,11,17,1,Nəriman Nərimanov m.
2,80,850,7,17,1,Nərimanov r.
2,80,1000,9,18,1,8 Noyabr m.
3,80,1400,10,16,1,Bakmil m.
4,220,1900,9,17,1,Nizami m.
2,96,1500,7,18,1,Şah İsmayıl Xətai m.
2,65,800,15,19,1,Nəsimi r.
3,100,1150,7,14,1,Xətai r.
2,88,750,15,20,1,Həzi Aslanov m.
3,80,1200,15,18,1,20 Yanvar m.
3,80,750,7,11,1,Memar Əcəmi m.
2,45,1100,3,14,1,Elmlər Akademiyası m.
2,60,600,16,17,1,Həzi Aslanov m.
2,55,650,2,5,0,Nizami m.
2,95,1800,6,18,1,Bayıl q.
2,55,600,5,5,0,Elmlər Akademiyası m.
3,130,1200,10,16,1,28 May m.
1,40,500,4,20,1,20 Yanvar m.
1,40,500,4,22,1,20 Yanvar m.
3,110,599,3,20,1,Yasamal q.
3,115,2200,3,7,0,Şah İsmayıl Xətai m.
2,75,550,8,16,1,Nəsimi m.
2,85,600,11,18,1,Əhmədli m.
2,65,650,8,20,1,20 Yanvar m.
4,168,1300,3,16,1,Nəriman Nərimanov m.
3,115,1000,14,16,1,İnşaatçılar m.
3,65,550,2,5,0,Qara Qarayev m.
4,130,950,15,18,1,Azadlıq Prospekti m.
2,90,750,15,16,1,Elmlər Akademiyası m.
2,65,700,10,21,1,20 Yanvar m.
1,40,500,2,5,0,Elmlər Akademiyası m.
2,42,550,5,9,0,Nəsimi m.
3,105,900,2,16,1,Nizami m.
2,110,1250,24,24,1,Şah İsmayıl Xətai m.
3,70,1000,4,4,0,Gənclik m.
2,65,750,10,16,1,Dərnəgül m.
3,100,1200,15,18,1,Memar Əcəmi m.
3,181,1600,9,17,1,Elmlər Akademiyası m.
2,70,1000,8,18,1,Nərimanov r.
2,90,1400,6,7,0,Xətai r.
3,170,3500,11,18,1,Şah İsmayıl Xətai m.
2,68,1100,9,14,1,Nizami m.
2,75,700,7,9,0,Nəriman Nərimanov m.
2,50,800,7,18,1,20 Yanvar m.
4,150,1050,10,18,1,Səbail r.
2,83,1200,4,17,1,Gənclik m.
3,145,999,15,20,1,Elmlər Akademiyası m.
4,180,1600,15,24,1,28 May m.
2,62,650,12,17,1,Əhmədli m.
2,85,700,12,19,1,Nəriman Nərimanov m.
2,110,1200,13,15,1,28 May m.
2,105,1700,17,21,1,Şah İsmayıl Xətai m.
3,82,470,7,12,1,Masazır q.
2,75,1000,6,10,1,8 Noyabr m.
2,83,750,5,17,1,Nəsimi m.
2,75,750,18,20,1,Nəriman Nərimanov m.
2,80,750,2,4,0,28 May m.
3,130,2500,8,17,1,Şah İsmayıl Xətai m.
2,65,699,5,5,0,Nəriman Nərimanov m.
3,140,1000,4,12,1,8
3,80,900,4,4,0,Sahil m.
4,200,2500,1,2,0,Sahil m.
2,108,1600,27,27,1,8 Noyabr m.
3,110,650,1,5,0,Nəriman Nərimanov m.
3,145,1700,10,20,1,Nərimanov r.
3,100,750,14,16,1,Neftçilər m.
4,200,1800,4,12,1,Şah İsmayıl Xətai m.
2,87,1000,7,17,1,Elmlər Akademiyası m.
2,102,800,16,16,1,Qara Qarayev m.
2,80,750,14,22,1,Nəriman Nərimanov m.
2,92,830,13,22,1,Nərimanov r.
2,72,900,6,20,1,Nəriman Nərimanov m.
2,86,950,6,20,1,3
2,90,950,6,20,1,Gənclik m.
2,66,419,4,5,0,Xırdalan
3,120,700,16,18,1,20 Yanvar m.
4,110,850,7,9,0,Nərimanov r.
3,120,980,13,13,1,Həzi Aslanov m.
3,80,1350,3,15,1,Nərimanov r.
2,75,1100,17,17,1,Nəriman Nərimanov m.
2,70,600,5,9,0,Elmlər Akademiyası m.
2,90,800,8,16,1,Nərimanov r.
2,70,2200,4,7,0,Ağ şəhər q.
2,105,1000,16,18,1,28 May m.
3,74,1400,7,17,1,Bakmil m.
2,60,800,7,10,1,Gənclik m.
4,172,1600,15,22,1,28 May m.
3,113,1200,8,16,1,Nərimanov r.
2,65,1000,12,20,1,28 May m.
4,100,750,3,9,0,Azadlıq Prospekti m.
3,130,2500,3,7,0,Ağ şəhər q.
3,103,1600,15,27,1,8 Noyabr m.
3,85,1200,3,15,1,Gənclik m.
2,65,600,7,9,0,Memar Əcəmi m.
3,90,500,3,3,0,Binəqədi r.
2,60,1100,8,17,1,Nəriman Nərimanov m.
3,120,1500,6,10,1,28 May m.
3,115,550,7,19,1,Yeni Yasamal q.
3,90,1490,8,17,1,Nəriman Nərimanov m.
3,125,2200,6,17,1,Nəsimi r.
2,60,650,2,5,0,Elmlər Akademiyası m.
2,95,1550,11,20,1,Nizami m.
3,115,1000,13,16,1,Elmlər Akademiyası m.
2,96,800,15,19,1,Nizami r.
3,101,1950,4,6,0,Xətai r.
3,130,2200,7,20,1,Nəsimi r.
2,90,1500,6,8,0,Ağ şəhər q.
2,85,1100,13,16,1,Nəriman Nərimanov m.
2,65,700,2,5,0,Nəsimi r.
3,180,1200,8,16,1,Nəsimi r.
2,65,500,9,13,1,Həzi Aslanov m.
3,120,2500,10,20,1,Ağ şəhər q.
2,96,700,15,18,1,Neftçilər m.
3,130,2200,6,17,1,Nəsimi r.
2,73,1200,14,18,1,Şah İsmayıl Xətai m.
3,84,700,6,12,1,Yasamal r.
3,62,360,6,6,0,Masazır q.
2,60,600,4,9,0,Həzi Aslanov m.
2,72,400,4,6,0,Masazır q.
2,94,700,13,20,1,İnşaatçılar m.
2,60,500,4,9,0,Nəsimi r.
3,90,1200,2,5,0,Sahil m.
2,55,450,1,3,0,Səbail r.
3,130,2200,6,17,1,Nəsimi r.
3,110,1200,14,20,1,20 Yanvar m.
1,50,600,2,3,0,28 May m.
2,82,1100,2,7,0,Ağ şəhər q.
3,100,620,3,10,1,Həzi Aslanov m.
2,106,1200,5,16,1,Nəsimi r.
3,85,850,5,16,1,20 Yanvar m.
2,60,800,4,14,1,Şah İsmayıl Xətai m.
2,60,2200,5,7,0,Xətai r.
3,145,1850,10,18,1,Nəriman Nərimanov m.
2,65,550,7,9,0,Memar Əcəmi m.
2,87,750,9,18,1,Həzi Aslanov m.
3,70,700,3,12,1,Yasamal q.
3,122,2100,4,7,0,Xətai r.
2,40,600,9,16,1,İnşaatçılar m.
3,125,2200,7,17,1,Nəsimi r.
2,50,650,6,16,1,20 Yanvar m.
3,80,1490,8,17,1,Nəriman Nərimanov m.
2,48,450,4,5,0,Memar Əcəmi m.
2,75,550,1,9,0,Həzi Aslanov m.
2,100,1250,24,24,1,Şah İsmayıl Xətai m.
2,110,1150,24,24,1,Şah İsmayıl Xətai m.
3,125,1550,9,17,1,28 May m.
3,100,1600,8,18,1,Nəsimi r.
3,154,800,8,16,1,Nəriman Nərimanov m.
2,120,849,14,18,1,20 Yanvar m.
2,100,649,15,18,1,Nizami r.
3,110,699,10,16,1,20 Yanvar m.
6,225,2400,3,21,1,28 May m.
3,140,1500,10,17,1,28 May m.
2,55,450,4,5,0,Memar Əcəmi m.
2,65,560,4,6,0,5
3,130,2200,6,17,1,Nəsimi r.
2,100,850,6,17,1,Şah İsmayıl Xətai m.
3,130,2500,8,17,1,Şah İsmayıl Xətai m.
2,70,1300,3,4,0,Sahil m.
3,110,1199,8,16,1,20 Yanvar m.
3,95,2500,7,16,1,28 May m.
3,150,1200,15,17,1,Şah İsmayıl Xətai m.
2,60,1100,2,3,0,Sahil m.
4,110,800,3,9,0,Azadlıq Prospekti m.
3,100,750,8,12,1,Neftçilər m.
2,60,1100,8,16,1,Nəriman Nərimanov m.
4,95,1000,4,5,0,Nəsimi r.
1,42,380,4,4,0,Masazır q.
2,106,2500,4,6,0,Xətai r.
2,70,800,8,8,0,Sahil m.
3,120,2500,12,17,1,Nizami m.
2,56,500,9,14,1,Yasamal r.
2,50,650,2,5,0,Nərimanov r.
1,50,600,2,3,0,Nəsimi r.
3,100,850,1,1,0,Nərimanov r.
3,80,650,1,5,0,Nəriman Nərimanov m.
1,60,1200,4,7,0,Nardaran q.
2,65,750,10,16,1,Dərnəgül m.
2,75,1300,8,18,1,Şah İsmayıl Xətai m.
2,73,350,1,6,0,Masazır q.
3,120,1500,12,20,1,Xətai r.
2,56,1000,14,16,1,8 Noyabr m.
3,120,1500,7,10,1,28 May m.
3,150,1000,3,12,1,İnşaatçılar m.
4,100,800,2,9,0,8 Noyabr m.
3,103,2200,3,7,0,Xətai r.
3,91,1500,4,7,0,Ağ şəhər q.
2,60,900,14,19,1,Elmlər Akademiyası m.
2,70,400,1,14,1,Saray q.
3,135,1000,14,16,1,İnşaatçılar m.
4,172,1600,15,22,1,28 May m.
4,230,1600,15,18,1,28 May m.
4,125,1100,3,16,1,Gənclik m.
2,75,1300,3,5,0,28 May m.
2,70,1200,9,20,1,Elmlər Akademiyası m.
3,135,1800,9,15,1,Nəriman Nərimanov m.
3,110,1200,14,16,1,20 Yanvar m.
3,145,1500,12,27,1,8 Noyabr m.
2,55,1500,6,6,0,Ağ şəhər q.
2,70,750,10,16,1,Dərnəgül m.
2,60,750,2,5,0,Xalqlar Dostluğu m.
3,140,1500,8,16,1,Gənclik m.
2,106,2700,4,6,0,Xətai r.
2,81,1800,3,7,0,Ağ şəhər q.
2,86,1100,2,7,0,Şah İsmayıl Xətai m.
3,82,650,4,5,0,Neftçilər m.
5,180,1700,10,18,1,Nizami m.
2,105,900,10,16,1,Badamdar q.
3,110,700,15,18,1,20 Yanvar m.
4,110,800,3,9,0,Azadlıq Prospekti m.
4,230,1500,17,21,1,Nəsimi r.
2,70,1000,7,9,0,28 May m.
3,90,1200,2,5,0,Nəsimi r.
2,50,850,2,5,0,Nəriman Nərimanov m.
2,60,450,4,10,1,Hövsan q.
4,152,1500,7,16,1,Nəsimi r.
3,122,2499,14,21,1,Elmlər Akademiyası m.
2,160,750,8,18,1,Dərnəgül m.
3,135,1300,12,16,1,Gənclik m.
2,102,800,16,16,1,Qara Qarayev m.
2,90,800,5,16,1,Nəriman Nərimanov m.
2,54,650,17,17,1,20 Yanvar m.
3,120,1300,14,18,1,Şah İsmayıl Xətai m.
2,50,800,1,2,0,Nəsimi r.
3,115,950,14,16,1,İnşaatçılar m.
2,55,600,2,5,0,Nəsimi r.
3,75,869,5,16,1,20 Yanvar m.
3,95,3100,3,5,0,Sahil m.
3,148,1100,15,19,1,Şah İsmayıl Xətai m.
3,130,1300,7,16,1,Elmlər Akademiyası m.
3,120,1200,14,17,1,20 Yanvar m.
2,85,1700,10,33,1,28 May m.
4,100,800,5,9,0,Azadlıq Prospekti m.
3,99,450,14,14,1,Sumqayıt
4,170,950,6,16,1,İnşaatçılar m.
3,100,600,3,10,1,Həzi Aslanov m.
2,55,500,9,17,1,Xırdalan
3,170,1500,18,20,1,Nizami m.
2,100,700,3,16,1,Nizami m.
3,115,2550,11,16,1,Nizami m.
3,130,1000,14,16,1,İnşaatçılar m.
2,50,1000,5,16,1,Şah İsmayıl Xətai m.
2,70,750,10,16,1,Dərnəgül m.
3,106,1100,6,16,1,Nəriman Nərimanov m.
2,83,750,14,15,1,Həzi Aslanov m.
2,50,1400,5,6,0,Ağ şəhər q.
2,75,1000,6,10,1,Nəsimi r.
2,55,900,14,16,1,Nəsimi r.
3,135,1500,9,16,1,Nizami m.
3,150,850,2,19,1,Nəsimi r.
3,95,900,4,18,1,20 Yanvar m.
2,65,600,7,9,0,Memar Əcəmi m.
2,61,500,8,12,1,Xırdalan
4,100,850,5,9,0,Elmlər Akademiyası m.
3,105,800,4,9,0,Elmlər Akademiyası m.
2,65,700,11,12,1,Yasamal r.
2,65,700,5,16,1,Bayıl q.
2,65,600,3,5,0,Qara Qarayev m.
2,90,850,6,12,1,Elmlər Akademiyası m.
2,74,800,14,18,1,Qara Qarayev m.
2,75,999,6,10,1,Nəsimi r.
2,70,900,9,18,1,Şah İsmayıl Xətai m.
3,130,1900,10,17,1,Nərimanov r.
2,70,750,8,16,1,Dərnəgül m.
3,135,1500,10,16,1,Nizami m.
3,75,450,9,16,1,Xırdalan
3,123,2500,12,17,1,Nizami m.
3,160,850,2,18,1,Nərimanov r.
2,100,1700,3,7,0,Ağ şəhər q.
2,52,350,5,6,0,Masazır q.
1,46,800,4,6,0,Nardaran q.
2,102,800,16,16,1,Qara Qarayev m.
3,70,400,5,9,0,Sabunçu r.
3,120,2000,18,22,1,28 May m.
2,56,1000,8,14,1,8 Noyabr m.
3,70,700,14,18,1,8 Noyabr m.
2,55,500,8,11,1,İnşaatçılar m.
2,100,1400,10,18,1,Şah İsmayıl Xətai m.
3,115,1600,12,20,1,28 May m.
6,240,3500,15,19,1,Sahil m.
3,90,900,4,18,1,20 Yanvar m.
3,120,1699,9,16,1,Nərimanov r.
2,95,1099,14,18,1,Nəsimi r.
3,55,550,4,5,0,Memar Əcəmi m.
2,91,1500,6,9,0,Ağ şəhər q.
3,130,1800,10,18,1,Nəriman Nərimanov m.
3,72,1000,5,9,0,Şah İsmayıl Xətai m.
4,150,1300,12,17,1,Nizami m.
2,60,400,7,9,0,Əhmədli m.
2,70,1350,10,16,1,Şah İsmayıl Xətai m.
3,120,1000,14,17,1,Elmlər Akademiyası m.
3,80,799,5,16,1,20 Yanvar m.
2,90,900,8,18,1,Gənclik m.
2,60,550,9,15,1,Sumqayıt
2,60,600,18,19,1,20 Yanvar m.
2,74,750,5,16,1,20 Yanvar m.
2,60,500,4,9,0,Sumqayıt
2,80,1000,6,10,1,8 Noyabr m.
2,110,700,4,17,1,Nəriman Nərimanov m.
2,45,450,1,1,0,Xətai r.
3,100,1050,12,19,1,Xətai r.
3,110,1200,5,15,1,20 Yanvar m.
3,110,1100,9,16,1,Yeni Yasamal q.
3,160,850,2,18,1,Nəsimi r.
3,90,800,5,18,1,Həzi Aslanov m.
3,170,2000,4,22,1,28 May m.
2,65,750,10,16,1,Dərnəgül m.
5,160,1100,18,20,1,8 Noyabr m.
3,55,550,4,5,0,Memar Əcəmi m.
4,175,3000,1,6,0,Şah İsmayıl Xətai m.
3,100,1200,15,17,1,20 Yanvar m.
3,145,1700,9,20,1,28 May m.
4,210,2000,13,17,1,28 May m.
3,140,1300,8,16,1,Sahil m.
2,75,900,4,5,0,Səbail r.
3,110,1200,14,16,1,20 Yanvar m.
2,120,750,11,16,1,Əhmədli m.
2,40,800,3,3,0,Sahil m.
3,115,1000,14,16,1,Elmlər Akademiyası m.
2,65,850,9,16,1,Gənclik m.
2,42,600,3,5,0,Memar Əcəmi m.
2,80,700,13,20,1,İnşaatçılar m.
2,110,1250,23,24,1,Şah İsmayıl Xətai m.
2,70,1500,8,14,1,Nəriman Nərimanov m.
2,51,550,1,9,0,Həzi Aslanov m.
3,160,1600,7,8,0,Nizami m.
3,100,1000,4,21,1,Şah İsmayıl Xətai m.
2,87,800,6,14,1,Neftçilər m.
2,70,480,5,8,0,Xırdalan
3,135,1500,10,16,1,Nizami m.
2,80,700,6,13,1,Nizami m.
2,90,750,4,14,1,Yasamal q.
4,150,2000,17,19,1,Badamdar q.
3,150,1500,15,18,1,Badamdar q.
2,90,1100,2,6,0,Ağ şəhər q.
2,50,670,6,20,1,20 Yanvar m.
3,130,800,5,17,1,İnşaatçılar m.
3,125,2400,6,7,0,Xətai r.
3,90,900,4,18,1,20 Yanvar m.
3,114,1250,4,15,1,Gənclik m.
4,230,1500,4,22,1,28 May m.
2,55,650,16,20,1,20 Yanvar m.
2,90,750,5,17,1,Neftçilər m.
2,65,749,10,16,1,Dərnəgül m.
3,120,1500,15,17,1,Nəsimi r.
2,101,2800,5,10,1,İçəri Şəhər m.
2,75,900,6,7,0,Şah İsmayıl Xətai m.
2,80,800,2,9,0,Nizami m.
3,120,1800,4,8,0,Ağ şəhər q.
3,65,450,11,16,1,Xırdalan
2,102,800,16,16,1,Qara Qarayev m.
3,150,1700,11,21,1,28 May m.
3,126,1300,8,16,1,Nizami m.
3,95,1200,15,17,1,Memar Əcəmi m.
2,56,800,6,15,1,8 Noyabr m.
2,45,440,4,5,0,Memar Əcəmi m.
3,90,1200,15,16,1,20 Yanvar m.
2,60,600,6,19,1,20 Yanvar m.
4,125,2000,3,4,0,Sahil m.
4,230,1500,4,22,1,28 May m.
3,104,1300,5,18,1,Koroğlu m.
2,89,850,3,11,1,Qara Qarayev m.
3,160,850,3,18,1,Nərimanov r.
2,80,799,2,9,0,Nizami m.
2,105,1150,24,24,1,Şah İsmayıl Xətai m.
2,60,500,5,8,0,Xırdalan
2,80,800,2,9,0,Nizami m.
2,50,600,5,5,0,Memar Əcəmi m.
2,55,500,5,5,0,Memar Əcəmi m.
3,168,1400,7,8,0,Yasamal r.
3,62,450,2,5,0,Xırdalan
2,60,520,12,17,1,Həzi Aslanov m.
2,50,1800,4,4,0,28 May m.
3,147,2600,11,27,1,8 Noyabr m.
2,65,750,10,16,1,Dərnəgül m.
2,80,800,2,9,0,Nizami m.
2,83,1200,4,17,1,Gənclik m.
2,60,650,4,5,0,Yasamal r.
2,80,800,2,9,0,Nizami m.
4,173,1600,15,22,1,28 May m.
4,215,3000,5,7,0,Ağ şəhər q.
2,50,1800,4,4,0,Sahil m.
3,150,1100,13,16,1,8 Noyabr m.
2,60,700,3,3,0,Nərimanov r.
2,80,450,3,5,0,Memar Əcəmi m.
2,60,490,8,11,1,İnşaatçılar m.
2,102,750,16,16,1,Qara Qarayev m.
2,75,1000,6,10,1,8 Noyabr m.
2,85,750,9,18,1,Həzi Aslanov m.
2,105,1000,2,16,1,Gənclik m.
2,75,750,16,20,1,Nəriman Nərimanov m.
3,170,1200,7,9,0,Nizami m.
2,50,650,5,5,0,Nəriman Nərimanov m.
3,110,950,4,19,1,Yeni Yasamal q.
2,90,750,4,14,1,İnşaatçılar m.
1,50,600,2,5,0,Nəsimi r.
2,56,800,12,18,1,8 Noyabr m.
3,125,600,5,16,1,Yasamal r.
3,90,1200,2,2,0,Sahil m.
3,120,950,10,20,1,İnşaatçılar m.
2,85,1300,13,19,1,Şah İsmayıl Xətai m.
2,65,749,17,23,1,İnşaatçılar m.
3,135,1200,3,16,1,28 May m.
2,105,750,16,16,1,Qara Qarayev m.
3,135,1500,10,16,1,Nizami m.
3,102,1600,17,21,1,Şah İsmayıl Xətai m.
1,50,600,2,3,0,Nəsimi r.
3,150,449,3,16,1,Elmlər Akademiyası m.
3,80,650,3,5,0,28 May m.
2,76,700,17,18,1,Memar Əcəmi m.
2,115,1200,24,25,1,Şah İsmayıl Xətai m.
2,90,1200,3,7,0,Ağ şəhər q.
2,50,750,2,5,0,28 May m.
2,56,1000,14,18,1,Nəsimi r.
2,120,1500,6,18,1,Şah İsmayıl Xətai m.
2,85,900,13,17,1,Nərimanov r.
3,75,1400,15,16,1,28 May m.
1,50,600,5,17,1,Azadlıq Prospekti m.
2,90,670,5,16,1,Nizami r.
3,165,1400,7,9,0,Nizami m.
3,120,1000,14,20,1,Nəriman Nərimanov m.
3,85,650,4,5,0,Azadlıq Prospekti m.
4,145,1100,1,5,0,Ağ şəhər q.
3,78,900,11,18,1,20 Yanvar m.
3,112,2999,3,7,0,Ağ şəhər q.
3,120,1200,8,17,1,28 May m.
3,80,800,2,9,0,Nizami m.
3,100,700,3,10,1,Memar Əcəmi m.
3,145,1700,9,14,1,28 May m.
2,42,400,2,9,0,Həzi Aslanov q.
3,107,2000,5,17,1,Elmlər Akademiyası m.
2,65,1000,10,16,1,Gənclik m.
1,40,699,11,19,1,Nərimanov r.
2,90,750,4,14,1,İnşaatçılar m.
