location,rooms,area_m2,price,url
"Elan №5752868 - Bakı, Nizami m., 2 otaqlı, 60 m², 2/5 mərtəbə",2,60,650,https://bina.az/items/5752868
"Elan №5752861 - Bakı, Neftçilər m., 2 otaqlı, 85 m², 8/14 mərtəbə",2,85,800,https://bina.az/items/5752861
"Elan №5752860 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 4/5 mərtəbə",2,50,650,https://bina.az/items/5752860
"Elan №5452026 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 60 m², 11/18 mərtəbə",2,60,800,https://bina.az/items/5452026
"Elan №5752777 - Bakı, Qara Qarayev m., 2 otaqlı, 110 m², 14/17 mərtəbə",2,110,850,https://bina.az/items/5752777
"Elan №5752840 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 75 m², 15/19 mərtəbə",2,75,749,https://bina.az/items/5752840
"Elan №5752818 - Bakı, Binəqədi r., 2 otaqlı, 75 m², 5/10 mərtəbə",2,75,800,https://bina.az/items/5752818
"Elan №5752831 - Xırdalan, Xırdalan, 3 otaqlı, 80 m², 12/14 mərtəbə",3,80,650,https://bina.az/items/5752831
"Elan №5752837 - Bakı, Nəsimi r., 3 otaqlı, 140 m², 10/17 mərtəbə",3,140,1200,https://bina.az/items/5752837
"Elan №5752829 - Bakı, Azadlıq Prospekti m., 3 otaqlı, 150 m², 11/18 mərtəbə",3,150,1400,https://bina.az/items/5752829
"Elan №5752830 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 3/14 mərtəbə",2,60,750,https://bina.az/items/5752830
"Elan №5752820 - Bakı, Memar Əcəmi m., 2 otaqlı, 55 m², 4/5 mərtəbə",2,55,400,https://bina.az/items/5752820
"Elan №5662751 - Bakı, 8-ci mikrorayon q., 3 otaqlı, 130 m², 3/14 mərtəbə",3,130,1000,https://bina.az/items/5662751
"Elan №5752810 - Bakı, Nəsimi m., 2 otaqlı, 50 m², 7/9 mərtəbə",2,50,500,https://bina.az/items/5752810
"Elan №5725435 - Bakı, Ağ şəhər q., 3 otaqlı, 130 m², 5/7 mərtəbə",3,130,1200,https://bina.az/items/5725435
"Elan №5752808 - Bakı, İnşaatçılar m., 2 otaqlı, 56 m², 2/5 mərtəbə",2,56,500,https://bina.az/items/5752808
"Elan №5311109 - Bakı, Nizami m., 4 otaqlı, 190 m², 9/20 mərtəbə",4,190,1500,https://bina.az/items/5311109
"Elan №5752803 - Bakı, Nizami m., 2 otaqlı, 60 m², 13/16 mərtəbə",2,60,1550,https://bina.az/items/5752803
"Elan №5653121 - Bakı, Sabunçu r., 3 otaqlı, 140 m², 3/7 mərtəbə",3,140,1599,https://bina.az/items/5653121
"Elan №5166720 - Bakı, 28 May m., 3 otaqlı, 120 m², 14/15 mərtəbə",3,120,1400,https://bina.az/items/5166720
"Elan №5588332 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 80 m², 4/5 mərtəbə",3,80,700,https://bina.az/items/5588332
"Elan №5752801 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 160 m², 10/14 mərtəbə",3,160,999,https://bina.az/items/5752801
"Elan №5752799 - Bakı, Əhmədli m., 2 otaqlı, 60 m², 6/9 mərtəbə",2,60,600,https://bina.az/items/5752799
"Elan №5752796 - Bakı, Yasamal r., 2 otaqlı, 61 m², 3/13 mərtəbə",2,61,599,https://bina.az/items/5752796
"Elan №5710967 - Bakı, Gənclik m., 2 otaqlı, 56 m², 7/17 mərtəbə",2,56,1000,https://bina.az/items/5710967
"Elan №5675603 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 65 m², 8/16 mərtəbə",2,65,750,https://bina.az/items/5675603
"Elan №5749548 - Bakı, 28 May m., 1 otaqlı, 45 m², 21/22 mərtəbə",1,45,750,https://bina.az/items/5749548
"Elan №5279662 - Bakı, Ağ şəhər q., 3 otaqlı, 140 m², 4/7 mərtəbə",3,140,2500,https://bina.az/items/5279662
"Elan №5138940 - Bakı, Ağ şəhər q., 1 otaqlı, 55 m², 7/7 mərtəbə",1,55,1200,https://bina.az/items/5138940
"Elan №5724605 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 110 m², 14/17 mərtəbə",2,110,950,https://bina.az/items/5724605
"Elan №5618799 - Bakı, Köhnə Günəşli q., 2 otaqlı, 90 m², 8/14 mərtəbə",2,90,600,https://bina.az/items/5618799
"Elan №5752773 - Bakı, 28 May m., 2 otaqlı, 65 m², 10/21 mərtəbə",2,65,1000,https://bina.az/items/5752773
"Elan №5723083 - Bakı, Sea Breeze q., 2 otaqlı, 65 m², 4/7 mərtəbə",2,65,790,https://bina.az/items/5723083
"Elan №5617912 - Bakı, Badamdar q., 5 otaqlı, 190 m², 10/16 mərtəbə",5,190,1900,https://bina.az/items/5617912
"Elan №5752762 - Bakı, Nəriman Nərimanov m., 4 otaqlı, 120 m², 5/9 mərtəbə",4,120,750,https://bina.az/items/5752762
"Elan №5752749 - Bakı, Qara Qarayev m., 2 otaqlı, 110 m², 14/17 mərtəbə",2,110,849,https://bina.az/items/5752749
"Elan №5752747 - Bakı, Əhmədli m., 3 otaqlı, 135 m², 6/17 mərtəbə",3,135,800,https://bina.az/items/5752747
"Elan №5752746 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 140 m², 4/16 mərtəbə",3,140,1100,https://bina.az/items/5752746
"Elan №5752744 - Sumqayıt, Sumqayıt, 2 otaqlı, 84 m², 8/15 mərtəbə",2,84,650,https://bina.az/items/5752744
"Elan №5751623 - Sumqayıt, Sumqayıt, 2 otaqlı, 76 m², 2/13 mərtəbə",2,76,600,https://bina.az/items/5751623
"Elan №5752742 - Bakı, Nəsimi m., 2 otaqlı, 50 m², 7/9 mərtəbə",2,50,550,https://bina.az/items/5752742
"Elan №5752738 - Bakı, Əhmədli m., 3 otaqlı, 132 m², 6/17 mərtəbə",3,132,800,https://bina.az/items/5752738
"Elan №5752732 - Bakı, Həzi Aslanov q., 3 otaqlı, 80 m², 9/9 mərtəbə",3,80,749,https://bina.az/items/5752732
"Elan №5591363 - Bakı, Nizami r., 2 otaqlı, 72 m², 8/14 mərtəbə",2,72,800,https://bina.az/items/5591363
"Elan №5752716 - Bakı, Nərimanov r., 3 otaqlı, 145 m², 10/18 mərtəbə",3,145,999,https://bina.az/items/5752716
"Elan №5747155 - Bakı, Gənclik m., 2 otaqlı, 65 m², 9/16 mərtəbə",2,65,850,https://bina.az/items/5747155
"Elan №5752715 - Bakı, Həzi Aslanov q., 2 otaqlı, 60 m², 3/9 mərtəbə",2,60,500,https://bina.az/items/5752715
"Elan №5711349 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 55 m², 5/16 mərtəbə",2,55,849,https://bina.az/items/5711349
"Elan №5752709 - Bakı, Nərimanov r., 3 otaqlı, 80 m², 4/5 mərtəbə",3,80,650,https://bina.az/items/5752709
"Elan №5752706 - Sumqayıt, Sumqayıt, 3 otaqlı, 65 m², 2/9 mərtəbə",3,65,500,https://bina.az/items/5752706
"Elan №5752703 - Bakı, Nizami m., 2 otaqlı, 100 m², 12/16 mərtəbə",2,100,1400,https://bina.az/items/5752703
"Elan №5697242 - Bakı, Bayıl q., 2 otaqlı, 46 m², 1/3 mərtəbə",2,46,450,https://bina.az/items/5697242
"Elan №5677837 - Bakı, Səbail r., 3 otaqlı, 145 m², 14/18 mərtəbə",3,145,1800,https://bina.az/items/5677837
"Elan №5752691 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 7/20 mərtəbə",2,55,640,https://bina.az/items/5752691
"Elan №5752693 - Bakı, 28 May m., 2 otaqlı, 75 m², 5/13 mərtəbə",2,75,800,https://bina.az/items/5752693
"Elan №5752669 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 16/16 mərtəbə",2,60,600,https://bina.az/items/5752669
"Elan №5750354 - Sumqayıt, Sumqayıt, 2 otaqlı, 67 m², 13/16 mərtəbə",2,67,500,https://bina.az/items/5750354
"Elan №5522781 - Bakı, Nərimanov r., 5 otaqlı, 270 m², 5/11 mərtəbə",5,270,4999,https://bina.az/items/5522781
"Elan №5678092 - Bakı, Səbail r., 3 otaqlı, 150 m², 5/18 mərtəbə",3,150,2500,https://bina.az/items/5678092
"Elan №4907941 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 181 m², 11/18 mərtəbə",4,181,2100,https://bina.az/items/4907941
"Elan №5366133 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 160 m², 10/20 mərtəbə",4,160,1800,https://bina.az/items/5366133
"Elan №5742398 - Bakı, Masazır q., 2 otaqlı, 50 m², 5/6 mərtəbə",2,50,350,https://bina.az/items/5742398
"Elan №5752666 - Bakı, 28 May m., 2 otaqlı, 65 m², 10/16 mərtəbə",2,65,1550,https://bina.az/items/5752666
"Elan №5752664 - Bakı, 20 Yanvar m., 2 otaqlı, 52 m², 2/13 mərtəbə",2,52,1500,https://bina.az/items/5752664
"Elan №5366833 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 96 m², 12/18 mərtəbə",2,96,1350,https://bina.az/items/5366833
"Elan №5752660 - Bakı, Binəqədi q., 2 otaqlı, 60 m², 2/2 mərtəbə",2,60,320,https://bina.az/items/5752660
"Elan №5752648 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 70 m², 7/16 mərtəbə",2,70,900,https://bina.az/items/5752648
"Elan №5752657 - Bakı, Yasamal r., 3 otaqlı, 70 m², 3/9 mərtəbə",3,70,750,https://bina.az/items/5752657
"Elan №5678020 - Bakı, Nizami m., 3 otaqlı, 100 m², 6/14 mərtəbə",3,100,1500,https://bina.az/items/5678020
"Elan №5752656 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 6/16 mərtəbə",2,60,750,https://bina.az/items/5752656
"Elan №5752654 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 126 m², 8/16 mərtəbə",3,126,1300,https://bina.az/items/5752654
"Elan №5078535 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 70 m², 12/18 mərtəbə",2,70,1000,https://bina.az/items/5078535
"Elan №5550888 - Bakı, Ağ şəhər q., 3 otaqlı, 120 m², 5/7 mərtəbə",3,120,2200,https://bina.az/items/5550888
"Elan №5752645 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 15/20 mərtəbə",2,55,700,https://bina.az/items/5752645
"Elan №5562669 - Bakı, Ağ şəhər q., 2 otaqlı, 65 m², 10/20 mərtəbə",2,65,1300,https://bina.az/items/5562669
"Elan №5752640 - Bakı, Dərnəgül m., 2 otaqlı, 72 m², 5/10 mərtəbə",2,72,800,https://bina.az/items/5752640
"Elan №5728913 - Bakı, Nərimanov r., 2 otaqlı, 80 m², 8/11 mərtəbə",2,80,850,https://bina.az/items/5728913
"Elan №5728813 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 106 m², 7/8 mərtəbə",3,106,1500,https://bina.az/items/5728813
"Elan №5467316 - Bakı, Sahil m., 2 otaqlı, 50 m², 1/1 mərtəbə",2,50,750,https://bina.az/items/5467316
"Elan №5529347 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 120 m², 5/17 mərtəbə",3,120,1300,https://bina.az/items/5529347
"Elan №5752635 - Bakı, Gənclik m., 2 otaqlı, 65 m², 7/9 mərtəbə",2,65,699,https://bina.az/items/5752635
"Elan №5715956 - Bakı, Nərimanov r., 2 otaqlı, 60 m², 5/20 mərtəbə",2,60,1200,https://bina.az/items/5715956
"Elan №5752633 - Bakı, Nizami m., 2 otaqlı, 60 m², 2/5 mərtəbə",2,60,650,https://bina.az/items/5752633
"Elan №5752609 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 50 m², 4/5 mərtəbə",2,50,650,https://bina.az/items/5752609
"Elan №5752624 - Bakı, Həzi Aslanov m., 2 otaqlı, 64 m², 14/18 mərtəbə",2,64,700,https://bina.az/items/5752624
"Elan №5752621 - Bakı, Ağ şəhər q., 3 otaqlı, 106 m², 4/7 mərtəbə",3,106,1700,https://bina.az/items/5752621
"Elan №5752617 - Bakı, Əhmədli m., 2 otaqlı, 65 m², 12/17 mərtəbə",2,65,650,https://bina.az/items/5752617
"Elan №5752601 - Bakı, İnşaatçılar m., 2 otaqlı, 56 m², 6/12 mərtəbə",2,56,750,https://bina.az/items/5752601
"Elan №5752596 - Bakı, Neftçilər m., 1 otaqlı, 35 m², 1/5 mərtəbə",1,35,360,https://bina.az/items/5752596
"Elan №5735129 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 67 m², 17/20 mərtəbə",2,67,1300,https://bina.az/items/5735129
"Elan №5744492 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 100 m², 10/18 mərtəbə",2,100,1000,https://bina.az/items/5744492
"Elan №5752579 - Bakı, 8 Noyabr m., 2 otaqlı, 56 m², 11/18 mərtəbə",2,56,1000,https://bina.az/items/5752579
"Elan №5740123 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 60 m², 4/14 mərtəbə",2,60,800,https://bina.az/items/5740123
"Elan №5518670 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 15/20 mərtəbə",2,60,700,https://bina.az/items/5518670
"Elan №5752568 - Bakı, Xətai r., 2 otaqlı, 70 m², 4/6 mərtəbə",2,70,1700,https://bina.az/items/5752568
"Elan №5752565 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 96 m², 15/16 mərtəbə",3,96,940,https://bina.az/items/5752565
"Elan №5677754 - Bakı, Nizami m., 4 otaqlı, 200 m², 12/18 mərtəbə",4,200,2500,https://bina.az/items/5677754
"Elan №5752562 - Xırdalan, Xırdalan, 2 otaqlı, 45 m², 5/5 mərtəbə",2,45,350,https://bina.az/items/5752562
"Elan №5677816 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 100 m², 3/4 mərtəbə",3,100,1200,https://bina.az/items/5677816
"Elan №5752561 - Bakı, Qara Qarayev m., 2 otaqlı, 98 m², 14/17 mərtəbə",2,98,850,https://bina.az/items/5752561
"Elan №5593886 - Bakı, 28 May m., 3 otaqlı, 135 m², 6/16 mərtəbə",3,135,2200,https://bina.az/items/5593886
"Elan №5307129 - Bakı, İçəri Şəhər m., 2 otaqlı, 50 m², 2/5 mərtəbə",2,50,1200,https://bina.az/items/5307129
"Elan №5752549 - Bakı, Azadlıq Prospekti m., 3 otaqlı, 153 m², 12/23 mərtəbə",3,153,1500,https://bina.az/items/5752549
"Elan №4848842 - Bakı, 28 May m., 3 otaqlı, 135 m², 6/20 mərtəbə",3,135,3000,https://bina.az/items/4848842
"Elan №5752548 - Bakı, Koroğlu m., 1 otaqlı, 58 m², 14/18 mərtəbə",1,58,700,https://bina.az/items/5752548
"Elan №5752537 - Bakı, Nizami m., 3 otaqlı, 105 m², 1/14 mərtəbə",3,105,950,https://bina.az/items/5752537
"Elan №5752533 - Bakı, Sahil m., 3 otaqlı, 120 m², 4/4 mərtəbə",3,120,1500,https://bina.az/items/5752533
"Elan №5752530 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 138 m², 14/16 mərtəbə",3,138,1800,https://bina.az/items/5752530
"Elan №5752528 - Bakı, Nəsimi r., 2 otaqlı, 72 m², 18/20 mərtəbə",2,72,850,https://bina.az/items/5752528
"Elan №5682995 - Bakı, Səbail r., 2 otaqlı, 90 m², 7/27 mərtəbə",2,90,2200,https://bina.az/items/5682995
"Elan №5306895 - Bakı, Yeni Yasamal q., 3 otaqlı, 130 m², 15/16 mərtəbə",3,130,900,https://bina.az/items/5306895
"Elan №5752522 - Bakı, Koroğlu m., 3 otaqlı, 97 m², 13/18 mərtəbə",3,97,1200,https://bina.az/items/5752522
"Elan №5752519 - Bakı, Koroğlu m., 2 otaqlı, 58 m², 12/17 mərtəbə",2,58,800,https://bina.az/items/5752519
"Elan №5752520 - Bakı, İnşaatçılar m., 3 otaqlı, 75 m², 4/5 mərtəbə",3,75,630,https://bina.az/items/5752520
"Elan №5411264 - Bakı, İnşaatçılar m., 2 otaqlı, 54.8 m², 11/19 mərtəbə",2,8,800,https://bina.az/items/5411264
"Elan №5752511 - Bakı, 7-ci mikrorayon q., 2 otaqlı, 75 m², 5/14 mərtəbə",2,75,800,https://bina.az/items/5752511
"Elan №5752510 - Bakı, Qara Qarayev m., 2 otaqlı, 85 m², 13/16 mərtəbə",2,85,800,https://bina.az/items/5752510
"Elan №5752509 - Bakı, Gənclik m., 2 otaqlı, 100 m², 10/16 mərtəbə",2,100,1200,https://bina.az/items/5752509
"Elan №5752506 - Bakı, Nərimanov r., 5 otaqlı, 285 m², 5/10 mərtəbə",5,285,5200,https://bina.az/items/5752506
"Elan №5752507 - Bakı, 28 May m., 3 otaqlı, 117 m², 13/17 mərtəbə",3,117,1000,https://bina.az/items/5752507
"Elan №5752504 - Bakı, Nəsimi r., 3 otaqlı, 130 m², 10/18 mərtəbə",3,130,1200,https://bina.az/items/5752504
"Elan №5752495 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 60 m², 6/7 mərtəbə",2,60,900,https://bina.az/items/5752495
"Elan №5752492 - Xırdalan, Xırdalan, 2 otaqlı, 100 m², 14/17 mərtəbə",2,100,850,https://bina.az/items/5752492
"Elan №5752489 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 86 m², 14/16 mərtəbə",2,86,900,https://bina.az/items/5752489
"Elan №5752486 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 110 m², 3/7 mərtəbə",3,110,1700,https://bina.az/items/5752486
"Elan №5752484 - Sumqayıt, Sumqayıt, 2 otaqlı, 45 m², 5/14 mərtəbə",2,45,400,https://bina.az/items/5752484
"Elan №5752479 - Xırdalan, Xırdalan, 2 otaqlı, 65 m², 8/12 mərtəbə",2,65,500,https://bina.az/items/5752479
"Elan №5731303 - Bakı, 28 May m., 2 otaqlı, 90 m², 2/16 mərtəbə",2,90,1300,https://bina.az/items/5731303
"Elan №5741006 - Bakı, 28 May m., 2 otaqlı, 82 m², 14/16 mərtəbə",2,82,1200,https://bina.az/items/5741006
"Elan №5742192 - Bakı, Əhmədli m., 2 otaqlı, 65 m², 8/9 mərtəbə",2,65,450,https://bina.az/items/5742192
"Elan №5752469 - Bakı, Koroğlu m., 2 otaqlı, 97 m², 4/18 mərtəbə",2,97,800,https://bina.az/items/5752469
"Elan №5675398 - Bakı, 28 May m., 4 otaqlı, 170 m², 13/16 mərtəbə",4,170,1500,https://bina.az/items/5675398
"Elan №5675571 - Bakı, Nizami m., 3 otaqlı, 130 m², 10/16 mərtəbə",3,130,1500,https://bina.az/items/5675571
"Elan №5752461 - Bakı, 3-cü mikrorayon q., 3 otaqlı, 30 m², 2/15 mərtəbə",3,30,288,https://bina.az/items/5752461
"Elan №5732677 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 85 m², 13/16 mərtəbə",2,85,1100,https://bina.az/items/5732677
"Elan №5752460 - Bakı, Yasamal q., 2 otaqlı, 75 m², 8/25 mərtəbə",2,75,650,https://bina.az/items/5752460
"Elan №5752455 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 35 m², 3/5 mərtəbə",2,35,500,https://bina.az/items/5752455
"Elan №5752445 - Bakı, Bakıxanov q., 4 otaqlı, 120 m², 3/7 mərtəbə",4,120,750,https://bina.az/items/5752445
"Elan №5752453 - Bakı, İnşaatçılar m., 2 otaqlı, 56 m², 6/12 mərtəbə",2,56,750,https://bina.az/items/5752453
"Elan №5752442 - Bakı, İnşaatçılar m., 2 otaqlı, 56 m², 6/12 mərtəbə",2,56,750,https://bina.az/items/5752442
"Elan №5752443 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 2/5 mərtəbə",2,60,600,https://bina.az/items/5752443
"Elan №5752439 - Bakı, Neftçilər m., 3 otaqlı, 80 m², 13/15 mərtəbə",3,80,850,https://bina.az/items/5752439
"Elan №5752438 - Bakı, Gənclik m., 2 otaqlı, 65 m², 9/16 mərtəbə",2,65,850,https://bina.az/items/5752438
"Elan №5752436 - Bakı, Badamdar q., 3 otaqlı, 100 m², 4/7 mərtəbə",3,100,600,https://bina.az/items/5752436
"Elan №5752433 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 50 m², 4/5 mərtəbə",2,50,550,https://bina.az/items/5752433
"Elan №5752434 - Bakı, Yasamal r., 3 otaqlı, 80 m², 3/9 mərtəbə",3,80,700,https://bina.az/items/5752434
"Elan №5752430 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 60 m², 3/16 mərtəbə",2,60,1100,https://bina.az/items/5752430
"Elan №5752425 - Bakı, Masazır q., 3 otaqlı, 132 m², 1/12 mərtəbə",3,132,150,https://bina.az/items/5752425
"Elan №5752424 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 8/14 mərtəbə",2,90,1100,https://bina.az/items/5752424
"Elan №5752422 - Bakı, Neftçilər m., 4 otaqlı, 170 m², 12/13 mərtəbə",4,170,1100,https://bina.az/items/5752422
"Elan №5752418 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 75 m², 10/17 mərtəbə",2,75,1350,https://bina.az/items/5752418
"Elan №5645729 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 72 m², 3/4 mərtəbə",2,72,750,https://bina.az/items/5645729
"Elan №5635676 - Bakı, 28 May m., 3 otaqlı, 70 m², 16/16 mərtəbə",3,70,1500,https://bina.az/items/5635676
"Elan №5752402 - Bakı, Masazır q., 2 otaqlı, 60 m², 3/5 mərtəbə",2,60,450,https://bina.az/items/5752402
"Elan №5731615 - Bakı, 7-ci mikrorayon q., 2 otaqlı, 72 m², 5/10 mərtəbə",2,72,850,https://bina.az/items/5731615
"Elan №5752396 - Bakı, Xətai r., 2 otaqlı, 70 m², 5/20 mərtəbə",2,70,700,https://bina.az/items/5752396
"Elan №5745450 - Bakı, Memar Əcəmi m., 3 otaqlı, 150 m², 3/9 mərtəbə",3,150,800,https://bina.az/items/5745450
"Elan №5752393 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 120 m², 7/16 mərtəbə",3,120,1200,https://bina.az/items/5752393
"Elan №5752391 - Bakı, Bakıxanov q., 2 otaqlı, 80 m², 9/23 mərtəbə",2,80,800,https://bina.az/items/5752391
"Elan №5749650 - Bakı, Qara Qarayev m., 2 otaqlı, 68 m², 16/18 mərtəbə",2,68,700,https://bina.az/items/5749650
"Elan №5752389 - Bakı, Yasamal q., 1 otaqlı, 45 m², 6/12 mərtəbə",1,45,600,https://bina.az/items/5752389
"Elan №5752373 - Bakı, 28 May m., 2 otaqlı, 55 m², 20/22 mərtəbə",2,55,800,https://bina.az/items/5752373
"Elan №5752383 - Bakı, Yeni Günəşli q., 2 otaqlı, 60 m², 13/14 mərtəbə",2,60,600,https://bina.az/items/5752383
"Elan №5752379 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 31 m², 4/5 mərtəbə",2,31,650,https://bina.az/items/5752379
"Elan №5752380 - Bakı, İnşaatçılar m., 2 otaqlı, 70 m², 17/17 mərtəbə",2,70,600,https://bina.az/items/5752380
"Elan №5752377 - Bakı, 28 May m., 2 otaqlı, 75 m², 2/5 mərtəbə",2,75,899,https://bina.az/items/5752377
"Elan №5752368 - Bakı, Yeni Yasamal q., 2 otaqlı, 75 m², 13/13 mərtəbə",2,75,650,https://bina.az/items/5752368
"Elan №5490858 - Bakı, 28 May m., 2 otaqlı, 55 m², 2/5 mərtəbə",2,55,770,https://bina.az/items/5490858
"Elan №5752364 - Bakı, 28 May m., 3 otaqlı, 132 m², 9/16 mərtəbə",3,132,2200,https://bina.az/items/5752364
"Elan №5732595 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 14/17 mərtəbə",2,90,1000,https://bina.az/items/5732595
"Elan №5668583 - Bakı, 28 May m., 2 otaqlı, 75 m², 20/20 mərtəbə",2,75,1000,https://bina.az/items/5668583
"Elan №5752355 - Bakı, İnşaatçılar m., 2 otaqlı, 90 m², 13/16 mərtəbə",2,90,900,https://bina.az/items/5752355
"Elan №5752354 - Bakı, Badamdar q., 1 otaqlı, 36 m², 1/4 mərtəbə",1,36,400,https://bina.az/items/5752354
"Elan №5752349 - Bakı, Dərnəgül m., 3 otaqlı, 128 m², 14/18 mərtəbə",3,128,800,https://bina.az/items/5752349
"Elan №5752335 - Bakı, Nəsimi r., 3 otaqlı, 155 m², 12/17 mərtəbə",3,155,1200,https://bina.az/items/5752335
"Elan №5752342 - Bakı, Memar Əcəmi m., 2 otaqlı, 55 m², 3/5 mərtəbə",2,55,560,https://bina.az/items/5752342
"Elan №5752334 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 66 m², 13/22 mərtəbə",2,66,1100,https://bina.az/items/5752334
"Elan №5752332 - Bakı, Biləcəri q., 2 otaqlı, 57 m², 4/5 mərtəbə",2,57,350,https://bina.az/items/5752332
"Elan №5744395 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 80 m², 3/24 mərtəbə",3,80,1250,https://bina.az/items/5744395
"Elan №5752331 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 100 m², 3/5 mərtəbə",3,100,950,https://bina.az/items/5752331
"Elan №5742217 - Bakı, Nizami m., 2 otaqlı, 75 m², 10/16 mərtəbə",2,75,800,https://bina.az/items/5742217
"Elan №5665561 - Bakı, Memar Əcəmi m., 3 otaqlı, 88 m², 2/5 mərtəbə",3,88,140,https://bina.az/items/5665561
"Elan №5752304 - Bakı, Nizami m., 3 otaqlı, 107 m², 2/14 mərtəbə",3,107,980,https://bina.az/items/5752304
"Elan №5752318 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 125 m², 13/17 mərtəbə",3,125,1500,https://bina.az/items/5752318
"Elan №5752317 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 160 m², 1/8 mərtəbə",3,160,1400,https://bina.az/items/5752317
"Elan №5570681 - Bakı, Yasamal r., 2 otaqlı, 60 m², 7/9 mərtəbə",2,60,700,https://bina.az/items/5570681
"Elan №5752311 - Bakı, Nizami m., 3 otaqlı, 105 m², 2/14 mərtəbə",3,105,980,https://bina.az/items/5752311
"Elan №5677532 - Bakı, Sahil m., 3 otaqlı, 110 m², 5/5 mərtəbə",3,110,1000,https://bina.az/items/5677532
"Elan №5752308 - Bakı, Yeni Yasamal q., 2 otaqlı, 57 m², 3/12 mərtəbə",2,57,170,https://bina.az/items/5752308
"Elan №5752306 - Bakı, Nizami m., 3 otaqlı, 105 m², 2/14 mərtəbə",3,105,980,https://bina.az/items/5752306
"Elan №5752301 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 85 m², 2/5 mərtəbə",3,85,1200,https://bina.az/items/5752301
"Elan №5752296 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 60 m², 6/7 mərtəbə",2,60,900,https://bina.az/items/5752296
"Elan №5752291 - Bakı, 28 May m., 3 otaqlı, 110 m², 4/18 mərtəbə",3,110,1000,https://bina.az/items/5752291
"Elan №5752288 - Bakı, Əhmədli m., 2 otaqlı, 62 m², 12/17 mərtəbə",2,62,650,https://bina.az/items/5752288
"Elan №5740212 - Bakı, 28 May m., 2 otaqlı, 80 m², 15/17 mərtəbə",2,80,1200,https://bina.az/items/5740212
"Elan №5745445 - Bakı, Həzi Aslanov m., 1 otaqlı, 80 m², 16/16 mərtəbə",1,80,600,https://bina.az/items/5745445
"Elan №5725226 - Bakı, 28 May m., 2 otaqlı, 90 m², 11/15 mərtəbə",2,90,1200,https://bina.az/items/5725226
"Elan №5752276 - Bakı, 20 Yanvar m., 2 otaqlı, 80 m², 8/18 mərtəbə",2,80,1299,https://bina.az/items/5752276
"Elan №5751946 - Bakı, Yasamal r., 2 otaqlı, 61 m², 7/9 mərtəbə",2,61,700,https://bina.az/items/5751946
